newsgroup_a,newsgroup_b,messages_a,messages_b,cosine_similarity
no.alt.mat.drikke,no.alt.radio-tv.irma-1000,758,236,0.7382363
no.prat.ufo,no.radio-tv,762,4392,0.73823476
no.alt.frustrasjoner,no.tele,35424,5701,0.7382154
no.general,no.mac,76902,22107,0.73821014
no.jus,no.tele,8006,5701,0.73820025
no.marked.jobb,no.multimedia,3836,2273,0.73814183
no.elektronikk,no.mswindow,3838,772,0.7381059
no.test,no.typografi,3374,303,0.73810345
no.norsk.fagord,no.stortinget,310,2563,0.73809475
no.alt.fan.de-lillos,no.audio,244,10340,0.7380426
no.marked.diskusjon,no.uninett.drift,76,110,0.7380372
no.eunet.hjelp,no.x,601,390,0.7380162
no.skole.diverse,no.sources.wanted,566,152,0.7379633
no.alt.flame,no.havforskning,19929,516,0.7379051
no.alt.fan.de-lillos,no.prat.seksualitet,244,3616,0.73786306
no.alt.mat.drikke,no.prat.narkotika,758,2474,0.73786277
no.radio-tv,no.spill.rollespill,4392,1017,0.7378508
no.havforskning,no.tungregning,516,92,0.7378479
no.film,no.skole.diverse,12505,566,0.73783237
no.alt.mat,no.hobby.diverse,3909,482,0.7377539
no.medisin,no.prat.ufo,1490,762,0.7377489
no.irc,no.psykologi,6511,1754,0.7377344
no.kryptografi,no.standard,537,98,0.73772544
no.mail.drift,no.x,576,390,0.7377057
no.ai,no.jus,332,8006,0.7376606
no.student.samfund,no.tungregning,234,92,0.7376462
no.ms-windows,no.uninett.hjelp,8305,78,0.73762435
no.alt.pompel-og-pilt,no.lisp,367,504,0.7375839
no.alt.radio-tv.irma-1000,no.religion,236,20428,0.73752344
no.prat.seksualitet,no.telepost,3616,948,0.737462
no.it.os.os2,no.slekt.programmer,696,459,0.73744905
no.alt.frustrasjoner,no.musikk.klassisk,35424,288,0.7374344
no.alt.amiga,no.uninett.hjelp,775,78,0.7374015
no.ai,no.norsk.fagord,332,310,0.7374012
no.mail.diverse,no.slekt,1978,8269,0.7372671
no.it.emacs,no.nuug,1054,107,0.7372594
no.alt.irctreff,no.biz.nettilbydere,493,824,0.7372464
no.film,no.spill.rollespill,12505,1017,0.73723793
no.alt.gullkorn,no.kjemi,7,1463,0.737236
no.musikk,no.spill,27521,12310,0.7372137
no.alt.irctreff,no.elektronikk,493,3838,0.7372087
no.bolig,no.elektronikk,1148,3838,0.73719877
no.musikk,no.speider,27521,1463,0.7371912
no.slekt.programmer,no.uninett.skole,459,829,0.737175
no.alt.fan.de-lillos,no.hobby.diverse,244,482,0.73715395
no.mac,no.uninett.drift,22107,110,0.737128
no.alt.irc-treff,no.uninett.drift,1017,110,0.73708993
no.folklore.edb,no.org.efn.diskusjon,153,1341,0.7370596
no.org.isoc-no,no.pressemeldinger.diskusjon,46,42,0.73704624
no.alt.irctreff,no.mail.diverse,493,1978,0.736942
no.alt.fan.de-lillos,no.bibsys,244,98,0.73691344
no.alt.gledesutbrudd,no.eunet.hjelp,11406,601,0.73691076
no.elektronikk,no.norsk.fagord,3838,310,0.73689044
no.elektronikk,no.org.nobug.diverse,3838,119,0.7368783
no.irc,no.test,6511,3374,0.73684484
no.sources.wanted,no.speider,152,1463,0.7367697
no.alt.god.jul,no.prat.ufo,750,762,0.7367245
no.biz.nettilbydere,no.typografi,824,303,0.7367094
no.alt.mat.drikke,no.skole.diverse,758,566,0.7367008
no.elektronikk,no.org.efn.diskusjon,3838,1341,0.73668605
no.sources.wanted,no.x,152,390,0.73667777
no.alkohol,no.alt.fan.de-lillos,3468,244,0.7366068
no.bolig,no.marked,1148,26848,0.73659784
no.elektronikk,no.tegnsett,3838,416,0.73658353
no.spill,no.www,12310,3436,0.73650706
no.lisp,no.vit.diverse,504,622,0.7365036
no.elektronikk,no.it.os.os2,3838,696,0.736454
no.litteratur,no.multimedia,3989,2273,0.7364321
no.skole.diverse,no.spill.rollespill,566,1017,0.7364154
no.alt.motorsykler,no.telepost,42775,948,0.7363899
no.eunet.drift,no.pressemeldinger.diskusjon,405,42,0.73638636
no.ai,no.prat.seksualitet,332,3616,0.73638
no.bibsys,no.religion,98,20428,0.73636854
no.slekt,no.stortinget,8269,2563,0.73633486
no.alt.fan.de-lillos,no.student.nett,244,418,0.73629916
no.mswindow,no.tegnsett,772,416,0.73628926
no.alt.config,no.folklore.edb,625,153,0.73628163
no.alt.pompelog,no.c,287,2562,0.73628086
no.telepost,no.video,948,510,0.7362189
no.reiser,no.student.nett,1987,418,0.73620033
no.medisin,no.slekt,1490,8269,0.7361855
no.student.samfund,no.test,234,3374,0.73616296
no.alt.tegneserier,no.eunet.diverse,2246,169,0.73616207
no.elektronikk,no.typografi,3838,303,0.7361388
no.spill,no.uninett.hjelp,12310,78,0.73613304
no.kjemi,no.slekt,1463,8269,0.73612726
no.linux,no.tele,16315,5701,0.7361267
no.folklore.edb,no.havforskning,153,516,0.7360775
no.alt.irc-treff,no.elektronikk,1017,3838,0.73606175
no.mail.diverse,no.vitser,1978,10517,0.7360234
no.sport.diverse,no.student.samfund,6331,234,0.73602194
no.alt.fan.de-lillos,no.spill,244,12310,0.73592895
no.alt.pompel-og-pilt,no.audio,367,10340,0.7358933
no.biz.annonser.data,no.spill,1311,12310,0.7358774
no.marked,no.net,26848,2082,0.7358703
no.alkohol,no.standard,3468,98,0.7358024
no.pressemeldinger.diskusjon,no.psykologi,42,1754,0.7357797
no.bolig,no.slekt,1148,8269,0.7357733
no.radio-tv,no.tele,4392,5701,0.7356711
no.org.dnd,no.telepost,73,948,0.7356619
no.alt.frustrasjoner,no.pc,35424,25734,0.7355836
no.spill.rollespill,no.uninett.diverse,1017,207,0.7355595
no.biz.diskusjoner,no.slekt,276,8269,0.73552233
no.it.os.os2,no.news.drift,696,571,0.7355028
no.spill,no.sport.diverse,12310,6331,0.73547775
no.prat.narkotika,no.religion,2474,20428,0.7354212
no.ai,no.elektronikk,332,3838,0.73535496
no.litteratur,no.www,3989,3436,0.73525447
no.alt.irctreff,no.prat.narkotika,493,2474,0.73524004
no.news.diverse,no.svar,9287,207,0.7352037
no.media,no.unix,123,3935,0.73520017
no.alt.mat,no.alt.radio_tv.irma1000,3909,417,0.73516095
no.alt.irc-treff,no.test,1017,3374,0.73512363
no.amiga,no.org.nobug.diverse,3265,119,0.7351125
no.alt.tegneserier,no.mail.drift,2246,576,0.7350397
no.marked.diskusjon,no.slekt,76,8269,0.7350356
no.it.diverse,no.speider,527,1463,0.73503214
no.alt.pompelog,no.audio,287,10340,0.7350289
no.marked.diskusjon,no.spill,76,12310,0.73497933
no.litteratur,no.prat.ufo,3989,762,0.7349149
no.havforskning,no.vr,516,144,0.7348483
no.eunet.diverse,no.vit.diverse,169,622,0.7348327
no.alt.amiga,no.uninett.diverse,775,207,0.73478687
no.embnet,no.org.dnd,398,73,0.7347553
no.student.nett,no.uninett.katalog,418,32,0.7347221
no.eunet.hjelp,no.tungregning,601,92,0.7347071
no.linux,no.slekt.programmer,16315,459,0.7346899
no.pressemeldinger.diskusjon,no.pressemeldinger,42,62,0.7346107
no.hobby.diverse,no.sykkel,482,3996,0.7345906
no.multimedia,no.org.isoc-no,2273,46,0.7345855
no.bolig,no.sources.wanted,1148,152,0.73452514
no.org.efn.diskusjon,no.sources.wanted,1341,152,0.734503
no.biz.diskusjoner,no.musikk.gitar,276,2387,0.7344658
no.alt.config,no.musikk.gitar,625,2387,0.73444617
no.perl,no.tegnsett,1087,416,0.7343466
no.alt.tegneserier,no.net,2246,2082,0.7343455
no.biz.diskusjoner,no.org.decus,276,25,0.73433495
no.alt.gullkorn,no.uninett.hjelp,7,78,0.7343091
no.marked,no.student.nett,26848,418,0.73430854
no.it.diverse,no.kryptografi,527,537,0.73427474
no.radio_tv,no.spill.rollespill,1682,1017,0.7342549
no.musikk,no.skole.diverse,27521,566,0.73423475
no.net,no.test,2082,3374,0.73422277
no.bibsys,no.spill,98,12310,0.73421335
no.multimedia,no.org.dnd,2273,73,0.7341868
no.kryptografi,no.news.diverse,537,9287,0.73416805
no.alt.gullkorn,no.marked.diskusjon,7,76,0.73414797
no.marked.jobb,no.net,3836,2082,0.73414755
no.alt.god.jul,no.alt.mat,750,3909,0.7341402
no.hobby.diverse,no.medisin,482,1490,0.73412263
no.alt.motorsykler,no.elektronikk,42775,3838,0.73411626
no.norsk.fagord,no.speider,310,1463,0.7340996
no.mswindow,no.www,772,3436,0.7340827
no.prat.seksualitet,no.typografi,3616,303,0.73394614
no.hobby.diverse,no.norsk.fagord,482,310,0.73393196
no.alt.pompel-og-pilt,no.c,367,2562,0.7339176
no.standard,no.uninett.katalog,98,32,0.73390913
no.alt.mat,no.speider,3909,1463,0.73390377
no.alt.god.jul,no.biz.nettilbydere,750,824,0.7338886
no.litteratur,no.musikk.klassisk,3989,288,0.73388094
no.norsk.fagord,no.slekt.programmer,310,459,0.7338426
no.norsk.fagord,no.prat.seksualitet,310,3616,0.7338401
no.marked.diskusjon,no.pc,76,25734,0.73382115
no.marked.diskusjon,no.video,76,510,0.7338099
no.perl,no.www,1087,3436,0.7338011
no.it.diverse,no.vitser,527,10517,0.73376983
no.embnet,no.kryptografi,398,537,0.7337508
no.org.nobug.diverse,no.uninett.hjelp,119,78,0.73361987
no.uninett.katalog,no.uninett.skole,32,829,0.73359895
no.alt.fan.de-lillos,no.pressemeldinger.diskusjon,244,42,0.7335782
no.ef,no.hobby.diverse,1368,482,0.73357624
no.org.dnd,no.org.isoc-no,73,46,0.7335049
no.alt.gledesutbrudd,no.it.emacs,11406,1054,0.7334506
no.alt.config,no.slekt.programmer,625,459,0.7333864
no.embnet,no.musikk.gitar,398,2387,0.7332236
no.alt.amiga,no.alt.radio-tv.irma-1000,775,236,0.7331991
no.spill.rollespill,no.sport.diverse,1017,6331,0.733183
no.student.nett,no.tegnsett,418,416,0.73317987
no.biz.annonser,no.uninett.hjelp,3658,78,0.7331733
no.amiga,no.news.diverse,3265,9287,0.7331077
no.bibsys,no.vr,98,144,0.7330688
no.alt.motorsykler,no.student.nett,42775,418,0.7330446
no.eunet.hjelp,no.student.samfund,601,234,0.7329963
no.ai,no.biz.nettilbydere,332,824,0.73283327
no.net,no.norsk,2082,17383,0.7328317
no.org.nobug.diverse,no.uninett.diverse,119,207,0.7327876
no.alt.god.jul,no.prat.narkotika,750,2474,0.73274124
no.irc,no.slekt,6511,8269,0.73274016
no.alt.motorsykler,no.net,42775,2082,0.73271847
no.film,no.norsk,12505,17383,0.73262084
no.linux,no.standard,16315,98,0.7326063
no.alt.pompelog,no.prat.narkotika,287,2474,0.73254836
no.net,no.stortinget,2082,2563,0.73250675
no.c,no.uninett.diverse,2562,207,0.7324749
no.alt.motorsykler,no.nuug,42775,107,0.7324595
no.havforskning,no.unix,516,3935,0.73244226
no.eunet.drift,no.it.os.os2,405,696,0.7323323
no.alt.frustrasjoner,no.sykkel,35424,3996,0.7323158
no.amiga,no.general,3265,76902,0.7323157
no.alt.irctreff,no.it.diverse,493,527,0.7322668
no.alt.radio_tv.irma1000,no.eunet.hjelp,417,601,0.732203
no.alt.motorsykler,no.norsk,42775,17383,0.7321696
no.elektronikk,no.nuug,3838,107,0.7321421
no.alt.gullkorn,no.student.samfund,7,234,0.7321408
no.alt.flame,no.media,19929,123,0.7320078
no.litteratur,no.net,3989,2082,0.7319668
no.alt.diskusjoner,no.lisp,15893,504,0.7319514
no.alt.fan.de-lillos,no.irc,244,6511,0.73194385
no.uninett.skole,no.vr,829,144,0.73190826
no.alt.gullkorn,no.lisp,7,504,0.731881
no.org.efn.diskusjon,no.prat.ufo,1341,762,0.73185885
no.musikk,no.prat.politikk,27521,3672,0.7318299
no.alt.motorsykler,no.pressemeldinger.diskusjon,42775,42,0.7317741
no.prat.politikk,no.prat.ufo,3672,762,0.7317145
no.alt.gullkorn,no.film,7,12505,0.73165
no.marked.data,no.marked.diskusjon,22621,76,0.73163694
no.biz.annonser.data,no.biz.nettilbydere,1311,824,0.7316054
no.ai,no.litteratur,332,3989,0.7315996
no.linux,no.uninett.diverse,16315,207,0.731597
no.alt.pompelog,no.biz.annonser,287,3658,0.7315639
no.mswindow,no.slekt.programmer,772,459,0.73156077
no.mswindow,no.telepost,772,948,0.7315555
no.audio,no.biz.nettilbydere,10340,824,0.7314889
no.pressemeldinger.diskusjon,no.tele,42,5701,0.73148185
no.marked.diskusjon,no.prat.aksjer,76,937,0.73148
no.musikk,no.norsk,27521,17383,0.7314731
no.alkohol,no.nuug,3468,107,0.73138493
no.biz.nettilbydere,no.kjemi,824,1463,0.7313427
no.linux,no.news.diverse,16315,9287,0.73133856
no.alt.mat.drikke,no.prat.seksualitet,758,3616,0.7313377
no.alt.radio_tv.irma1000,no.tegnsett,417,416,0.7313097
no.standard,no.vr,98,144,0.73130006
no.general,no.slekt.programmer,76902,459,0.7312963
no.hobby.diverse,no.marked.jobb,482,3836,0.73127794
no.spill.rollespill,no.typografi,1017,303,0.731271
no.speider,no.www,1463,3436,0.7312637
no.alt.motorsykler,no.litteratur,42775,3989,0.73125255
no.folklore.generelt,no.media,15,123,0.7311778
no.ai,no.amiga,332,3265,0.73108774
no.amiga,no.tegnsett,3265,416,0.7310783
no.alt.mat.drikke,no.jus,758,8006,0.73107433
no.alt.tegneserier,no.org.efn.diskusjon,2246,1341,0.73106676
no.alt.amiga,no.alt.pompelog,775,287,0.7310348
no.irc,no.prat.narkotika,6511,2474,0.7310226
no.alt.config,no.tele,625,5701,0.7309709
no.musikk.gitar,no.speider,2387,1463,0.7309596
no.alt.tegneserier,no.elektronikk,2246,3838,0.73089504
no.ef,no.it.diverse,1368,527,0.7308879
no.alt.radio-tv.irma-1000,no.marked,236,26848,0.73086786
no.alt.mat.drikke,no.musikk,758,27521,0.73083377
no.alt.pompel-og-pilt,no.prat.narkotika,367,2474,0.7307898
no.media,no.org.nobug.diverse,123,119,0.7307733
no.alt.flame,no.news.drift,19929,571,0.73073685
no.embnet,no.film,398,12505,0.73070145
no.havforskning,no.sport.orientering,516,63,0.7306497
no.hobby.diverse,no.spill.rollespill,482,1017,0.7306267
no.mac,no.marked,22107,26848,0.7305923
no.org.isoc-no,no.stortinget,46,2563,0.7305727
no.alt.frustrasjoner,no.mac,35424,22107,0.73044884
no.alt.gullkorn,no.speider,7,1463,0.73039526
no.multimedia,no.vit.diverse,2273,622,0.7303934
no.alt.amiga,no.embnet,775,398,0.73037946
no.alt.diskusjoner,no.it.diverse,15893,527,0.7303303
no.biz.nettilbydere,no.org.nobug.diverse,824,119,0.7302693
no.alkohol,no.biz.diskusjoner,3468,276,0.7302241
no.eunet.hjelp,no.marked.diskusjon,601,76,0.73016804
no.alt.amiga,no.mail.drift,775,576,0.7301135
no.alt.pompelog,no.org.isoc-no,287,46,0.7300836
no.alt.radio-tv.irma-1000,no.c,236,2562,0.73006845
no.alt.pompelog,no.tungregning,287,92,0.7300569
no.ai,no.hobby.diverse,332,482,0.73001665
no.musikk.gitar,no.news.diverse,2387,9287,0.7300041
no.biz.diskusjoner,no.lisp,276,504,0.7299952
no.irc,no.slekt.programmer,6511,459,0.7299933
no.mail.diverse,no.spill,1978,12310,0.729979
no.bolig,no.media,1148,123,0.7299016
no.eunet.diverse,no.org.dnd,169,73,0.7298484
no.musikk.gitar,no.student.nett,2387,418,0.7298448
no.alt.mat,no.skole.diverse,3909,566,0.7298384
no.news.drift,no.spill.rollespill,571,1017,0.7298313
no.bolig,no.marked.diskusjon,1148,76,0.7298174
no.norsk,no.prat.narkotika,17383,2474,0.7297834
no.irc,no.kryptografi,6511,537,0.72977567
no.org.dnd,no.uninett.hjelp,73,78,0.72976696
no.pressemeldinger.diskusjon,no.www,42,3436,0.729735
no.alt.flame,no.alt.irctreff,19929,493,0.7297016
no.spill,no.standard,12310,98,0.7296748
no.skole.diverse,no.slekt.programmer,566,459,0.72967315
no.marked.jobb,no.telepost,3836,948,0.72967136
no.sport.diverse,no.stortinget,6331,2563,0.7296706
no.nuug,no.tele,107,5701,0.7296595
no.tegnsett,no.tele,416,5701,0.7295923
no.alt.amiga,no.www,775,3436,0.72955585
no.alt.motorsykler,no.embnet,42775,398,0.72952163
no.org.efn.diskusjon,no.uninett.katalog,1341,32,0.72945386
no.lisp,no.org.efn.diskusjon,504,1341,0.72942674
no.alt.radio-tv.irma-1000,no.musikk.klassisk,236,288,0.7293697
no.pressemeldinger.diskusjon,no.test,42,3374,0.7293396
no.film,no.prat.politikk,12505,3672,0.7293378
no.org.efn.diskusjon,no.unix,1341,3935,0.7293045
no.ms-windows,no.news.drift,8305,571,0.72927403
no.folklore.edb,no.radio_tv,153,1682,0.7292655
no.alt.flame,no.stortinget,19929,2563,0.7292602
no.alt.mat,no.litteratur,3909,3989,0.72922426
no.alt.irc-treff,no.tegnsett,1017,416,0.72921264
no.havforskning,no.tele,516,5701,0.7291661
no.litteratur,no.prat.narkotika,3989,2474,0.7291621
no.radio-tv,no.uninett.drift,4392,110,0.7291347
no.net,no.prat.politikk,2082,3672,0.72913027
no.biz.diskusjoner,no.slekt.programmer,276,459,0.7290782
no.bolig,no.speider,1148,1463,0.7290434
no.pressemeldinger.diskusjon,no.sport.diverse,42,6331,0.7290342
no.c,no.skole.diverse,2562,566,0.7289586
no.alt.pompelog,no.lisp,287,504,0.72892976
no.marked.data,no.tele,22621,5701,0.7289282
no.eunet.drift,no.speider,405,1463,0.7288948
no.alt.diskusjoner,no.alt.mat,15893,3909,0.72887886
no.ai,no.alt.gullkorn,332,7,0.7288743
no.marked.jobb,no.uninett.hjelp,3836,78,0.72886145
no.prat.politikk,no.slekt,3672,8269,0.7287943
no.it.os.os2,no.x,696,390,0.728776
no.alkohol,no.marked.diskusjon,3468,76,0.7286651
no.pressemeldinger.diskusjon,no.uninett.drift,42,110,0.7286582
no.perl,no.sources.wanted,1087,152,0.72860956
no.hobby.diverse,no.vit.diverse,482,622,0.72859716
no.alt.fan.de-lillos,no.norsk,244,17383,0.72857666
no.skole.diverse,no.tele,566,5701,0.72854495
no.alt.mat,no.alt.tegneserier,3909,2246,0.7284973
no.pc,no.student.nett,25734,418,0.72848654
no.alt.tegneserier,no.marked,2246,26848,0.72848016
no.bibsys,no.slekt.programmer,98,459,0.72847664
no.alt.config,no.mac,625,22107,0.7284241
no.alt.fan.de-lillos,no.sport.diverse,244,6331,0.7284219
no.film,no.speider,12505,1463,0.7284175
no.biz.nettilbydere,no.spill,824,12310,0.72840935
no.org.dnd,no.uninett.skole,73,829,0.72837913
no.alt.gullkorn,no.prat.politikk,7,3672,0.7283576
no.folklore.generelt,no.sources.wanted,15,152,0.7283567
no.eunet.drift,no.hobby.diverse,405,482,0.728345
no.musikk.klassisk,no.radio-tv,288,4392,0.72830707
no.hobby.diverse,no.musikk,482,27521,0.72830206
no.news.drift,no.psykologi,571,1754,0.7282721
no.alt.amiga,no.org.nobug.diverse,775,119,0.72826034
no.musikk,no.vit.diverse,27521,622,0.72822857
no.alt.irctreff,no.test,493,3374,0.7281874
no.alt.pompelog,no.vr,287,144,0.7281776
no.alt.radio_tv.irma1000,no.amiga,417,3265,0.72807974
no.alt.flame,no.litteratur,19929,3989,0.72805977
no.org.nobug.diverse,no.uninett.skole,119,829,0.7280383
no.mail.drift,no.tungregning,576,92,0.7280025
no.mail.drift,no.org.nobug.diverse,576,119,0.72799915
no.marked.diskusjon,no.norsk.fagord,76,310,0.7279746
no.audio,no.marked.diskusjon,10340,76,0.72795147
no.pressemeldinger.diskusjon,no.religion,42,20428,0.72794086
no.alt.gledesutbrudd,no.sykkel,11406,3996,0.7279074
no.alt.mat.drikke,no.slekt,758,8269,0.727868
no.news.diverse,no.sport.orientering,9287,63,0.7278608
no.c,no.uninett.hjelp,2562,78,0.7278343
no.alt.gullkorn,no.alt.motorsykler,7,42775,0.72781974
no.alt.god.jul,no.eunet.drift,750,405,0.7278077
no.audio,no.telepost,10340,948,0.7278006
no.it.diverse,no.org.dnd,527,73,0.72778314
no.audio,no.sources.wanted,10340,152,0.72774684
no.litteratur,no.musikk.gitar,3989,2387,0.727657
no.alt.frustrasjoner,no.amiga,35424,3265,0.7276501
no.radio-tv,no.sources.wanted,4392,152,0.72763556
no.audio,no.general,10340,76902,0.7276328
no.folklore.edb,no.student.nett,153,418,0.72759795
no.alt.gullkorn,no.linux,7,16315,0.7274887
no.alt.radio-tv.irma-1000,no.folklore.generelt,236,15,0.72744906
no.alt.tegneserier,no.uninett.skole,2246,829,0.7273381
no.amiga,no.vr,3265,144,0.7273372
no.general,no.musikk.klassisk,76902,288,0.72731197
no.alt.gledesutbrudd,no.sport.fotball,11406,2324,0.72728765
no.net,no.org.decus,2082,25,0.7272525
no.alt.amiga,no.news.drift,775,571,0.7272285
no.ai,no.unix,332,3935,0.7271193
no.psykologi,no.radio-tv,1754,4392,0.7271148
no.biz.nettilbydere,no.vitser,824,10517,0.72711194
no.alkohol,no.telepost,3468,948,0.7270895
no.alt.config,no.vr,625,144,0.7270872
no.radio-tv,no.slekt,4392,8269,0.72707796
no.pc,no.tungregning,25734,92,0.7268888
no.alt.motorsykler,no.spill.rollespill,42775,1017,0.72681725
no.alt.irctreff,no.www,493,3436,0.7267709
no.musikk,no.stortinget,27521,2563,0.72675604
no.irc,no.uninett.katalog,6511,32,0.72667176
no.alt.flame,no.embnet,19929,398,0.7266263
no.elektronikk,no.skole.diverse,3838,566,0.72660375
no.jus,no.tegnsett,8006,416,0.7266001
no.tegnsett,no.x,416,390,0.7263459
no.marked.jobb,no.uninett.skole,3836,829,0.7263394
no.alkohol,no.film,3468,12505,0.72631174
no.musikk.gitar,no.uninett.diverse,2387,207,0.7262615
no.elektronikk,no.vitser,3838,10517,0.7262597
no.ai,no.prat.politikk,332,3672,0.7262207
no.student.samfund,no.tegnsett,234,416,0.72616875
no.alkohol,no.embnet,3468,398,0.7260975
no.ai,no.pressemeldinger.diskusjon,332,42,0.72609407
no.kryptografi,no.unix,537,3935,0.72600746
no.org.dnd,no.org.efn.diskusjon,73,1341,0.7259638
no.c,no.uninett.skole,2562,829,0.7259628
no.alt.tegneserier,no.video,2246,510,0.72588986
no.eunet.diverse,no.lisp,169,504,0.72587
no.amiga,no.radio_tv,3265,1682,0.7258558
no.biz.annonser.data,no.tele,1311,5701,0.7258413
no.alt.mat.drikke,no.bibsys,758,98,0.72583055
no.org.isoc-no,no.prat.politikk,46,3672,0.7258305
no.mail.diverse,no.perl,1978,1087,0.72580945
no.alt.pompelog,no.video,287,510,0.7257887
no.folklore.generelt,no.nuug,15,107,0.7257805
no.irc,no.it.os.os2,6511,696,0.7256751
no.alt.flame,no.alt.gullkorn,19929,7,0.7256606
no.c,no.nuug,2562,107,0.7256311
no.alt.radio-tv.irma-1000,no.slekt.programmer,236,459,0.72556067
no.mswindow,no.x,772,390,0.725559
no.bibsys,no.org.nobug.diverse,98,119,0.72550565
no.embnet,no.marked.jobb,398,3836,0.72548854
no.alt.irc-treff,no.folklore.edb,1017,153,0.72548497
no.pc,no.vr,25734,144,0.72543883
no.alt.irc-treff,no.eunet.hjelp,1017,601,0.7254108
no.alt.config,no.pc,625,25734,0.7254038
no.alt.tegneserier,no.psykologi,2246,1754,0.72537714
no.it.diverse,no.vit.diverse,527,622,0.725373
no.alt.mat,no.alt.motorsykler,3909,42775,0.7253579
no.sources.wanted,no.vitser,152,10517,0.7253542
no.audio,no.mac,10340,22107,0.72535026
no.mail.diverse,no.norsk,1978,17383,0.7253168
no.musikk.klassisk,no.radio_tv,288,1682,0.7252907
no.havforskning,no.slekt.programmer,516,459,0.7251808
no.lisp,no.pc,504,25734,0.72515494
no.alt.diskusjoner,no.hobby.diverse,15893,482,0.7250738
no.alt.frustrasjoner,no.org.isoc-no,35424,46,0.7249521
no.prat.politikk,no.sport.diverse,3672,6331,0.7249359
no.kjemi,no.musikk.gitar,1463,2387,0.7249166
no.student.nett,no.unix,418,3935,0.72491175
no.mac,no.tungregning,22107,92,0.7248806
no.eunet.hjelp,no.radio_tv,601,1682,0.7248064
no.ef,no.tegnsett,1368,416,0.72477543
no.alt.pompel-og-pilt,no.vr,367,144,0.72474605
